id,name,brand,calories,fat,carbs,protein,source
1397,"Apetina Serek Kremowy Naturalny",Arla,190kcal,16.00g,3.30g,7.80g,fatsecret
1398,"Serek Kremowy Czosnek i Zioła",Arla,200kcal,17.00g,3.00g,8.50g,fatsecret
1399,"Protein Banana",Arla,75kcal,0.20g,8.80g,8.80g,fatsecret
1400,"Serek Kremowy India",Arla,214kcal,17.00g,8.20g,7.70g,fatsecret
1401,"Serek Kremowy Tapas",Arla,183kcal,15.00g,3.50g,8.00g,fatsecret
1402,"Protein Blueberry",Arla,70kcal,0.20g,6.20g,10.00g,fatsecret
1403,"Apetina Serek Kremowy Musztarda i Miód",Arla,197kcal,15.00g,7.70g,7.30g,fatsecret
1404,"Serek Kremowy Dojrzewający Ser I Pomidory",Arla,184kcal,15.00g,4.00g,7.60g,fatsecret
1405,"Mleko bez Laktozy",Arla,40kcal,1.50g,3.00g,3.60g,fatsecret
1406,"Apetina Classic Cubes In Brine",Arla,260kcal,22.00g,0.50g,15.00g,fatsecret
1407,"Serek Wysokobiałkowy z Dodatkiem Marakui i Papai",Arla,70kcal,0.30g,6.80g,10.00g,fatsecret
1408,"Red Cheddar",Arla,418kcal,34.00g,2.30g,25.00g,fatsecret
1409,"Tuńczyk w Sosie Własnym",Aro,99kcal,0.60g,0.00g,23.50g,fatsecret
1410,"Migdały",Aro,627kcal,55.00g,3.30g,27.00g,fatsecret
1411,"Ser Twarogowy na Sernik",Aro,114kcal,6.00g,8.50g,6.50g,fatsecret
1412,"Ser Mozzarella",Aro,294kcal,22.00g,0.50g,24.00g,fatsecret
1413,"Paluszki z Solą",Aro,390kcal,4.00g,74.40g,11.90g,fatsecret
1414,"Makaron Wstążki",Aro,360kcal,1.30g,75.00g,11.00g,fatsecret
1415,"Bukiet Warzyw",Aro,24kcal,0.00g,6.20g,1.60g,fatsecret
1416,"Omułki Chilijskie ",Aro,98kcal,2.98g,3.60g,16.00g,fatsecret
1417,"Choco Balls",Aro,385kcal,2.50g,81.20g,7.80g,fatsecret
1418,"Orzeszki Ziemne ",Aro,665kcal,52.50g,15.30g,28.00g,fatsecret
1419,"Chleb Tostowy",Aro,231kcal,1.40g,43.90g,8.70g,fatsecret
1420,"Migdały Kalifornijskie",Aro,572kcal,52.00g,7.60g,20.00g,fatsecret
1421,"Krewetki Kidi Koktajlowe",Aro,30kcal,0.40g,0.00g,6.60g,fatsecret
1422,"Tost Pszenny",Aro,231kcal,1.40g,43.90g,8.70g,fatsecret
1423,"Rodzynki Sułtańskie",Aro,332kcal,1.60g,74.00g,3.50g,fatsecret
1424,"Biszkopty ",Aro,379kcal,4.50g,73.00g,11.00g,fatsecret
1425,"Sok Pomidorowy",Aro,20kcal,0.16g,3.10g,1.00g,fatsecret
1426,Camembert,Aro,357kcal,32.00g,0.50g,17.00g,fatsecret
1427,"Dżem Brzoskwiniowy Niskosłodzony ",Aro,157kcal,0.00g,38.00g,0.00g,fatsecret
1428,"Warzywa na Patelnię",Aro,18kcal,0.00g,1.20g,1.70g,fatsecret
1429,"Szprot w Sosie Pomidorowym",Aro,140kcal,8.50g,4.00g,11.50g,fatsecret
1430,"Łosoś Sałatkowy Wędzony na Zimno",Aro,222kcal,15.00g,0.00g,21.00g,fatsecret
1431,"Czekolada Biała",Aro,521kcal,29.00g,61.80g,3.20g,fatsecret
1432,"Chipsy o Smaku Paprykowym",Aro,539kcal,35.00g,48.00g,5.40g,fatsecret
1433,"Twaróg Półtłusty ",Aro,122kcal,4.00g,4.60g,17.00g,fatsecret
1434,"Mleko Kokosowe",Aroy-D,185kcal,19.00g,2.00g,1.60g,fatsecret
1435,"Krem Kokosowy ",Aroy-D,215kcal,21.00g,4.80g,1.60g,fatsecret
1436,"Coconut Milk",Aroy-D,185kcal,19.00g,2.00g,1.60g,fatsecret
1437,"Mleczko Kokosowe Light",Aroy-D,62kcal,5.90g,1.20g,0.90g,fatsecret
1438,Kokosmilch,Aroy-D,185kcal,19.00g,2.00g,1.60g,fatsecret
1439,"Tom Yum Pasta",Aroy-D,273kcal,21.00g,14.00g,4.10g,fatsecret
1440,"Penne Rigate",Arrighi,348kcal,1.10g,71.00g,12.00g,fatsecret
1441,Spaghetti,Arrighi,348kcal,1.10g,71.00g,12.00g,fatsecret
1442,"Makaron Biavetta",Arrighi,348kcal,1.10g,71.00g,12.00g,fatsecret
1443,"Tagliatelle Agli Spinaci",Arrighi,348kcal,1.30g,70.00g,12.00g,fatsecret
1444,"Tagliatelle A Nido",Arrighi,348kcal,1.10g,71.00g,12.00g,fatsecret
1445,Stelline,Arrighi,348kcal,1.10g,71.00g,12.00g,fatsecret
1446,"Wafle Ryżowe",Arroza,381kcal,2.50g,77.80g,9.90g,fatsecret
1447,"Wafle Ryżowe Paprykowe",Arroza,413kcal,9.40g,72.90g,7.80g,fatsecret
1448,"Wafle Ryżowe Wieloziarniste",Arroza,388kcal,4.70g,76.00g,8.60g,fatsecret
1449,"Ogórki Kiszone Wiejskie ",Artman,13kcal,0.10g,1.90g,1.00g,fatsecret
1450,"Sok z Kapusty Kiszonej",Artman,20kcal,0.20g,1.90g,1.10g,fatsecret
1451,"Kapusta Kiszona",Artman,20kcal,0.20g,1.90g,1.10g,fatsecret
1452,"Buraczki Obiadowe Gotowane",Artman,59kcal,3.70g,6.50g,0.20g,fatsecret
1453,"Ogórki Kiszone ",Artman,7kcal,0.10g,0.65g,0.70g,fatsecret
1454,"Żurek Polski",Artman,71kcal,0.20g,14.20g,1.80g,fatsecret
1455,"Sok z Kiszonych Buraków",Artman,19kcal,0.00g,4.20g,0.30g,fatsecret
1456,"Marchewka z Groszkiem",Artman,34kcal,0.30g,5.70g,2.10g,fatsecret
1457,"Barszcz Czerwony",Artman,12kcal,0.18g,0.30g,0.30g,fatsecret
1458,"Krakersy Mix Solone ",Artur,464kcal,20.00g,62.00g,8.90g,fatsecret
1459,Crackers,Artur,477kcal,20.00g,64.00g,10.00g,fatsecret
1460,"Krakersy Solone",Artur,465kcal,24.00g,55.00g,6.50g,fatsecret
1461,"Krakersy Cebulowe",Artur,443kcal,21.00g,58.00g,6.80g,fatsecret
1462,"Mieszanka Chińska",Asia,29kcal,0.30g,3.70g,1.80g,fatsecret
1463,"Saba Noodles",Asia,355kcal,1.00g,70.50g,14.60g,fatsecret
1464,"Sajgonki Warzywne","Asia Cook",215kcal,11.00g,23.00g,4.30g,fatsecret
1465,"Sos Sweet Chili","Asia Cook",200kcal,0.50g,49.00g,0.50g,fatsecret
1466,"Sajgonki z Wieprzowiną","Asia Cook",243kcal,15.00g,21.00g,5.70g,fatsecret
1467,"Sajgonki Wołowo-Wieprzowe","Asia Cook",247kcal,15.00g,21.00g,6.10g,fatsecret
1468,"Sajgonki z Tofu Wędzonym","Asia Cook",213kcal,12.00g,20.00g,3.90g,fatsecret
1469,"Sajgonki z Kurczakiem","Asia Cook",228kcal,12.00g,22.00g,6.30g,fatsecret
1470,"Sajgonki z Kimchi i Tofu","Asia Cook",241kcal,15.30g,20.00g,4.50g,fatsecret
1471,"Pierożki Gyoza z Kurczakiem ","Asia Flavours",148kcal,2.30g,25.00g,5.70g,fatsecret
1472,"Sos Sriracha","Asia Flavours",136kcal,0.00g,33.00g,1.10g,fatsecret
1473,"Pierożki Gyoza z Warzywami","Asia Flavours",143kcal,3.60g,23.00g,3.10g,fatsecret
1474,"Słodki Sos Chili","Asia Flavours",198kcal,0.00g,47.00g,0.50g,fatsecret
1475,"Mieszanka Chińska","Asia Flavours",29kcal,0.20g,5.50g,1.20g,fatsecret
1476,"Butter Chicken z Ryżem Jaśminowym","Asia Flavours",165kcal,6.20g,20.00g,7.30g,fatsecret
1477,"Tikka Masala Kurczak z Ryżem Białym i Dzikim","Asia Flavours",119kcal,2.40g,17.00g,6.80g,fatsecret
1478,"Mleczko Kokosowe","Asia Flavours",175kcal,18.00g,2.60g,0.70g,fatsecret
1479,Matcha,"Asia Flavours",383kcal,2.50g,70.70g,18.20g,fatsecret
1480,"Bułeczki Bao","Asia Flavours",267kcal,6.50g,46.00g,6.70g,fatsecret
1481,"Panko Panierka Orientalna","Asia Flavours",372kcal,1.60g,74.00g,14.00g,fatsecret
1482,"Papier Ryżowy","Asia Flavours",340kcal,0.00g,84.00g,0.00g,fatsecret
1483,"Makaron Orientalny z Kurczakiem i Warzywami","Asia Flavours",107kcal,2.30g,14.00g,6.60g,fatsecret
1484,"Pulpa Z Mango","Asia Flavours",85kcal,0.50g,16.00g,0.50g,fatsecret
1485,"Kimchi Klasyczne","Asia Flavours",32kcal,0.50g,5.30g,1.60g,fatsecret
1486,"Ryż do Sushi","Asia Flavours",350kcal,0.00g,79.00g,7.00g,fatsecret
1487,"Chlebek Naan","Asia Flavours",291kcal,6.00g,47.10g,10.60g,fatsecret
1488,Kurczak,"Asia Flavours",254kcal,2.30g,54.00g,3.20g,fatsecret
1489,"Sos Chilli Słodko-Pikantny","Asia Flavours",177kcal,0.10g,42.50g,0.90g,fatsecret
1490,"Sos Teriyaki","Asia Flavours",124kcal,0.00g,31.00g,0.00g,fatsecret
1491,"Papryka Jalapeno Zielona Krojona","Asia Flavours",17kcal,0.50g,2.40g,0.50g,fatsecret
1492,"Makaron w Stylu Hong Kong","Asia Flavours",148kcal,5.10g,20.00g,4.40g,fatsecret
1493,"Sajgonki Warzywne ","Asia Flavours",215kcal,11.00g,23.00g,4.30g,fatsecret
1494,"Sos Sriracha Mayo","Asia Flavours",240kcal,20.20g,13.80g,0.80g,fatsecret
1495,"Makaron Ryżowy 5Mm","Asia Flavours",352kcal,0.50g,85.00g,2.10g,fatsecret
1496,"Sajgonki z Wieprzowiną ","Asia Flavours",243kcal,15.00g,21.00g,5.70g,fatsecret
1497,"Sezam Jasny Prażony","Asia Flavours",567kcal,48.00g,9.10g,17.00g,fatsecret
1498,"Sos Sojowy ","Asia Flavours",35kcal,0.00g,20.00g,20.00g,fatsecret
1499,"Makaron Soba","Asia Flavours",360kcal,0.90g,72.40g,14.40g,fatsecret
1500,"Mleko Kokosowe","Asia Flavours",175kcal,18.00g,2.60g,0.70g,fatsecret
1501,"Pad Thai","Asia Flavours",286kcal,5.00g,60.00g,0.00g,fatsecret
1502,"Prażynki Krewetkowe","Asia Flavours",498kcal,27.00g,61.00g,2.10g,fatsecret
1503,"Makaron Vermicelli","Asia Flavours",355kcal,0.90g,79.00g,7.50g,fatsecret
1504,"Azjatyckie Warzywa do Woka","Asia Flavours",58kcal,0.00g,5.00g,5.50g,fatsecret
1505,"Makaron Ramen","Asia Flavours",377kcal,1.10g,80.00g,10.50g,fatsecret
1506,"Wakame Z Sezamem ","Asia Flavours",194kcal,11.40g,14.90g,3.90g,fatsecret
1507,"Makaron Ryżowy z Brązowego Ryżu","Asia Flavours",362kcal,2.70g,77.00g,7.70g,fatsecret
1508,"Sambal Oelek","Asia Flavours",63kcal,1.90g,9.00g,2.50g,fatsecret
1509,"Makaron Ryżowy z Czarnym Sezamem","Asia Flavours",356kcal,1.40g,79.00g,6.40g,fatsecret
1510,"Pierożki Gyoza z Wieprzowiną","Asia Flavours",191kcal,6.80g,26.00g,6.30g,fatsecret
1511,Jackfruit,"Asia Flavours",21kcal,0.60g,0.50g,0.80g,fatsecret
1512,"Makaron Typu Noodle w Stylu Singapurskim","Asia Flavours",160kcal,7.30g,19.00g,4.00g,fatsecret
1513,"Ocet Ryżowy","Asia Flavours",11kcal,0.50g,0.50g,0.50g,fatsecret
1514,"Sos Satay Coconut","Asia Flavours",206kcal,13.00g,21.00g,1.20g,fatsecret
1515,"Sos Słodki Chilli z Ananasem","Asia Flavours",117kcal,0.00g,29.00g,0.40g,fatsecret
1516,"Pasta Z Tamaryndowca","Asia Flavours",106kcal,0.00g,25.00g,0.00g,fatsecret
1517,"Czerwone Curry z Tofu z Ryżem","Asia Flavours",122kcal,3.60g,18.00g,4.00g,fatsecret
1518,"Coconut Milk","Asia Flavours",169kcal,18.00g,1.50g,1.20g,fatsecret
1519,"Sos Kimchi Hot","Asia Flavours",155kcal,0.60g,36.00g,1.10g,fatsecret
1520,"Kimchi Siekane","Asia Flavours",37kcal,0.50g,6.30g,1.90g,fatsecret
1521,"Sushi Nori","Asia Flavours",404kcal,1.70g,34.00g,48.00g,fatsecret
1522,"Żeberka Wolno Gotowane z Sosem","Asia Flavours",278kcal,22.00g,1.40g,19.00g,fatsecret
1523,"Wakame Wodorosty Suszone","Asia Flavours",279kcal,3.00g,42.00g,20.50g,fatsecret
1524,"Mango Plastry","Asia Flavours",74kcal,0.50g,18.00g,0.50g,fatsecret
1525,"Makaron Pad Thai","Asia Flavours",168kcal,0.80g,34.00g,5.50g,fatsecret
1526,"Sticky Rice","Asia Flavours",350kcal,0.00g,81.00g,6.00g,fatsecret
1527,"Papier do Sajgonek z Tapioką","Asia Flavours",340kcal,0.00g,80.00g,1.00g,fatsecret
1528,"Makaron Udon","Asia Flavours",301kcal,1.30g,62.80g,9.40g,fatsecret
1529,"Tropikalny Koktajl Owocowy","Asia Flavours",67kcal,0.50g,16.00g,0.50g,fatsecret
1530,"Tom Yum Pasta","Asia Flavours",226kcal,8.50g,35.00g,2.10g,fatsecret
1531,"Chipsy o Smaku Tikka Masala","Asia Flavours",528kcal,32.00g,52.00g,5.60g,fatsecret
1532,"Krewetki w Sosie Tajskim","Asia Flavours",334kcal,31.00g,7.60g,6.80g,fatsecret
1533,"Minikolby Kukurydzy","Asia Flavours",32kcal,0.50g,7.70g,0.50g,fatsecret
1534,"Olej Sezamowy z Soją","Asia Flavours",828kcal,92.00g,0.00g,0.00g,fatsecret
1535,"Smoczy Owoc Suszony","Asia Flavours",381kcal,3.90g,82.00g,4.30g,fatsecret
1536,"Kurczak z Ryżem w Sosie Słodko-Kwaśnym","Asia Flavours",118kcal,2.30g,20.00g,4.00g,fatsecret
1537,"Kimchi Stir-Fried","Asia Flavours",70kcal,3.10g,8.60g,2.00g,fatsecret
1538,"Makaron Ryżowy Jaśminowy Czarny","Asia Flavours",355kcal,0.50g,79.00g,8.00g,fatsecret
1539,"Papaja Suszona","Asia Flavours",338kcal,0.50g,83.00g,0.80g,fatsecret
1540,"Sos Do Woka Tandori","Asia Flavours",60kcal,2.50g,8.40g,0.90g,fatsecret
1541,"Makaron Ryżowy z Zieloną Herbatą","Asia Flavours",350kcal,0.60g,82.00g,4.30g,fatsecret
1542,"Sos w Stylu Tandoori","Asia Flavours",101kcal,4.80g,14.00g,0.60g,fatsecret
1543,"Makaron do Woka","Asia Flavours",147kcal,1.00g,30.00g,4.00g,fatsecret
1544,"Pierożki z Warzywami","Asia Flavours",155kcal,2.20g,27.00g,5.60g,fatsecret
1545,"Sos Chilli z Imbirem","Asia Flavours",105kcal,0.00g,25.00g,1.10g,fatsecret
1546,"Makaron Pszenny Udon","Asia Flavours",129kcal,0.30g,26.00g,3.40g,fatsecret
1547,"Pulpa z Marakui","Asia Flavours",90kcal,0.40g,20.50g,0.40g,fatsecret
1548,"Żółte Curry Pasta","Asia Flavours",316kcal,26.60g,14.80g,4.30g,fatsecret
1549,"Kiełki Fasoli Mung","Asia Flavours",32kcal,0.50g,5.00g,1.30g,fatsecret
1550,"Red Curry Coconut Milk","Asia Flavours",85kcal,7.20g,3.70g,1.10g,fatsecret
1551,"Pierożki z Krewetkami","Asia Flavours",169kcal,3.60g,22.00g,11.00g,fatsecret
1552,"Makaron w Stylu Hong Kong o Smaku Łagodnego Curry","Asia Flavours",168kcal,6.70g,21.00g,5.00g,fatsecret
1553,"Krewetki w Sosie Curry ","Asia Flavours",374kcal,35.00g,8.00g,6.40g,fatsecret
1554,"Green Curry Coconut Milk","Asia Flavours",76kcal,6.90g,2.10g,1.10g,fatsecret
1555,"Mango z Chili","Asia Flavours",334kcal,0.50g,78.00g,1.40g,fatsecret
1556,"Danie Błyskawiczne z Kluskami Ryżowymi o Smaku Kurczaka","Asia Flavours",254kcal,2.30g,54.00g,3.20g,fatsecret
1557,"Czerwone Curry Pasta","Asia Flavours",77kcal,2.40g,8.80g,5.00g,fatsecret
1558,"Sos do Woka Korma","Asia Flavours",84kcal,3.30g,12.00g,1.30g,fatsecret
1559,"Tom Kha Pasta","Asia Flavours",117kcal,0.50g,27.00g,0.00g,fatsecret
1560,"Yellow Curry Coconut Milk","Asia Flavours",122kcal,11.00g,5.00g,1.20g,fatsecret
1561,"Sashimi Łosoś Wędzony z Nori","Asia Flavours",172kcal,11.00g,2.30g,16.00g,fatsecret
1562,"Orzeszki Ziemne w Skorupce o Smaku Curry","Asia Flavours",520kcal,30.00g,45.00g,15.00g,fatsecret
1563,"Sweetened Coconut Milk","Asia Flavours",312kcal,20.00g,31.00g,2.00g,fatsecret
1564,"Aloes w Kostkach w Syropie","Asia Flavours",56kcal,0.00g,14.00g,0.00g,fatsecret
1565,"Chipsy o Smaku Ostre Chilli","Asia Flavours",523kcal,32.00g,51.00g,5.80g,fatsecret
1566,"Zielone Curry Pasta","Asia Flavours",42kcal,0.80g,4.10g,4.40g,fatsecret
1567,"Olej Do Woka","Asia Flavours",884kcal,99.80g,0.00g,0.00g,fatsecret
1568,"Nasi Goreng","Asia Flavours",111kcal,3.30g,14.00g,5.40g,fatsecret
1569,"Mango Suszone","Asia Flavours",357kcal,0.50g,86.00g,1.30g,fatsecret
1570,"Zielony Groszek z Wasabi","Asia Flavours",380kcal,5.80g,60.00g,16.00g,fatsecret
1571,"Makhana z Czarnym Pieprzem","Asia Flavours",490kcal,25.00g,54.00g,6.80g,fatsecret
1572,"Sos z Grzybami Mun","Asia Flavours",50kcal,1.90g,7.20g,0.80g,fatsecret
1573,"Olej Ryżowy","Asia Flavours",827kcal,92.00g,0.00g,0.00g,fatsecret
1574,"Suszona Marakuja","Asia Flavours",340kcal,0.70g,82.00g,1.30g,fatsecret
1575,"Papryczki Piri Piri","Asia Flavours",71kcal,4.00g,2.90g,1.50g,fatsecret
1576,"Makaron Ryżowy z Kurkumą","Asia Flavours",345kcal,0.60g,79.00g,5.60g,fatsecret
1577,"Chipsy Kokosowe Opiekane","Asia Flavours",576kcal,41.00g,43.00g,4.00g,fatsecret
1578,"Sezam Czarny Prażony","Asia Flavours",567kcal,48.00g,9.10g,17.00g,fatsecret
1579,"Zielony Groszek z Chilli","Asia Flavours",373kcal,5.70g,60.00g,15.00g,fatsecret
1580,"Makaron ze Spiruliną","Asia Flavours",362kcal,1.40g,73.20g,13.00g,fatsecret
1581,"Olej Kokosowy Rafinowany","Asia Flavours",900kcal,100.00g,0.00g,0.00g,fatsecret
1582,"Sos z Tamaryndem i Chilli","Asia Flavours",178kcal,0.80g,42.00g,0.70g,fatsecret
1583,"Sos Słodki Chilli z Kokosem ","Asia Flavours",150kcal,5.00g,25.00g,0.70g,fatsecret
1584,"Sos Yellow Thai","Asia Flavours",65kcal,2.70g,9.00g,1.00g,fatsecret
1585,"Makaron Vermicelli z Brązowego Ryżu","Asia Flavours",347kcal,1.10g,77.60g,6.90g,fatsecret
1586,"Ryż Basmati z Kokosem i Trawą Cytrynową ","Asia Flavours",165kcal,2.90g,31.00g,3.70g,fatsecret
1587,"Stix w Czekoladzie z Kokosem","Asia Flavours",488kcal,23.00g,59.10g,9.00g,fatsecret
1588,"Sos z Pędami Bambusa","Asia Flavours",53kcal,0.10g,13.00g,0.80g,fatsecret
1589,"Stix w Czekoladzie z Chrupkami Ryżowymi","Asia Flavours",476kcal,20.00g,63.70g,8.70g,fatsecret
1590,"Pierożki z Kurczakiem, Serem i Borowikami","Asia Flavours",175kcal,3.90g,22.00g,12.00g,fatsecret
1591,"Chipsy o Smaku Green Curry","Asia Flavours",536kcal,35.00g,48.00g,5.30g,fatsecret
1592,"Chipsy Kokosowe z Mango ","Asia Flavours",554kcal,41.00g,50.00g,6.00g,fatsecret
1593,"Makaron Konjac ","Asia Style",6kcal,0.00g,1.30g,0.00g,fatsecret
1594,"Makaron Ryżowy 5 Mm","Asia Style",352kcal,0.50g,85.00g,2.10g,fatsecret
1595,"Makaron Udon","Asia Style",129kcal,0.30g,26.00g,3.40g,fatsecret
1596,"Pasta Gochujang","Asia Style",207kcal,1.10g,45.00g,3.80g,fatsecret
1597,"Spaghetti Konjac","Asia Style",6kcal,0.00g,1.30g,0.00g,fatsecret
1598,"Makaron Ramen","Asia Style",372kcal,1.10g,80.00g,11.00g,fatsecret
1599,"Pasta Miso","Asia Style",190kcal,3.00g,29.00g,11.00g,fatsecret
1600,"Vermicelli Longkou (Makaron Typu Noodle)","Asia Style",350kcal,0.50g,88.00g,0.50g,fatsecret
1601,"Makaron Chow Mein","Asia Style",365kcal,1.10g,77.00g,12.00g,fatsecret
1602,"Makaron Mie Goreng","Asia Style",349kcal,1.20g,71.00g,11.00g,fatsecret
1603,"Panierka w Stylu Panko","Asia Style",391kcal,2.20g,83.00g,9.50g,fatsecret
1604,"Olej Azjatycki z Orzeszków Arachidowych i Soi","Asia Style",883kcal,100.00g,0.00g,0.00g,fatsecret
1605,"Grzyby Suszone Shii-Take","Asia Style",284kcal,1.80g,54.00g,13.00g,fatsecret
1606,"Makaron Pad Thai","Asia Style",168kcal,0.80g,34.00g,5.50g,fatsecret
1607,"Tempura Panierka","Asia Style",357kcal,0.90g,79.00g,6.60g,fatsecret
1608,"Grzyby Suszone Mun","Asia Style",338kcal,0.63g,76.70g,6.33g,fatsecret
1609,"Wieprzowina Gongbao","Asia Style",148kcal,8.00g,7.00g,12.00g,fatsecret
1610,"Olej z Prażonych Ziaren Sezamu i Soi","Asia Style",870kcal,100.00g,0.00g,36.00g,fatsecret
1611,"Makaron Wonton","Asia Style",360kcal,1.20g,75.00g,12.00g,fatsecret
1612,"Ryż Kleisty","Asia Style",350kcal,0.00g,81.00g,6.00g,fatsecret
1613,"Thai Spicy Ramen","Asia Style",309kcal,5.40g,60.00g,4.60g,fatsecret
1614,"Fasolka Sojowa Edamame","Asia Style",121kcal,7.00g,1.20g,11.00g,fatsecret
1615,"Makaron Vermicelli ze Skrobi z Batatów ","Asia Style",272kcal,0.00g,68.00g,0.00g,fatsecret
1616,"Indyk w Sosie Orientalnym","Asia Style",88kcal,3.00g,7.00g,8.00g,fatsecret
1617,Fettuccine,"Asia Style",6kcal,0.00g,1.30g,0.00g,fatsecret
1618,"Grzyby Suszone Snow Fungus ","Asia Style",322kcal,1.40g,67.00g,10.00g,fatsecret
1619,"Makaron Instant","Asia Style",359kcal,1.20g,75.00g,12.00g,fatsecret
1620,"Makaron Soba z Dodatkiem Mąki Gryczanej","Asia Style",360kcal,0.90g,72.00g,14.00g,fatsecret
1621,"Makaron Daoxiao ","Asia Style",357kcal,0.90g,75.00g,11.00g,fatsecret
1622,"Makaron Soba","Asia Style",139kcal,0.60g,27.00g,5.80g,fatsecret
1623,"Makaron Pszenny Quick Cooking","Asia Style",369kcal,4.17g,71.00g,11.00g,fatsecret
1624,"Pasta Ssamjang ","Asia Style",149kcal,2.30g,23.00g,9.20g,fatsecret
1625,"Spaghetti Konjac Kurkuma","Asia Style",14kcal,0.00g,3.00g,0.00g,fatsecret
1626,"Penne Konjac Szpinak","Asia Style",14kcal,0.00g,3.40g,0.00g,fatsecret
1627,"Veggiemeal Hot And Sour Sichuan Style","Asia Style",320kcal,5.20g,63.00g,5.60g,fatsecret
1628,"Veggiemeal Hot and Sour Chinese Style","Asia Style",300kcal,6.90g,50.00g,8.80g,fatsecret
1629,"Sos Meksykański",Aspiro,65kcal,0.50g,12.00g,1.80g,fatsecret
1630,"Sos Spaghetti",Aspiro,95kcal,1.00g,19.00g,1.80g,fatsecret
1631,"Sos Korma",Aspiro,145kcal,12.00g,8.20g,1.90g,fatsecret
1632,"Sos Słodko-Kwaśny",Aspiro,86kcal,0.50g,20.00g,0.70g,fatsecret
1633,"Sos Chiński",Aspiro,98kcal,0.60g,21.30g,1.00g,fatsecret
1634,"Sos Boloński",Aspiro,73kcal,0.50g,15.00g,1.40g,fatsecret
1635,"Bułka Żytnia z Ziarnami",Asprod,288kcal,8.50g,37.00g,12.40g,fatsecret
1636,"Bułka Mamma Mia",Asprod,312kcal,9.70g,41.00g,10.90g,fatsecret
1637,"Chleb Gospodarski",Asprod,242kcal,1.00g,54.00g,4.80g,fatsecret
1638,"Bułka Jagiellonka",Asprod,275kcal,1.90g,54.00g,8.60g,fatsecret
1639,"Bułka z Czarnuszką ",Asprod,266kcal,3.10g,47.00g,9.30g,fatsecret
1640,"Chleb Żytni 100% bez Drożdży ",Asprod,266kcal,1.30g,56.00g,5.00g,fatsecret
1641,"Chleb 2000 z Ziarnami",Asprod,252kcal,3.70g,42.80g,8.60g,fatsecret
1642,"Chleb Pełnoziarnisty Żytni",Asprod,249kcal,6.50g,37.00g,7.00g,fatsecret
1643,"Chleb Jakubowy Żytni Razowy",Asprod,234kcal,6.50g,31.00g,7.40g,fatsecret
1644,"Chleb Razowy ze Słonecznikiem",Asprod,234kcal,5.60g,35.00g,7.20g,fatsecret
1645,"Chleb Hetman",Asprod,268kcal,10.40g,32.70g,7.00g,fatsecret
1646,"Chleb Fitness",Asprod,285kcal,7.30g,41.40g,10.20g,fatsecret
1647,"Bułka Sportowców",Asprod,292kcal,5.40g,49.00g,9.40g,fatsecret
1648,"Chleb Portowców",Asprod,269kcal,5.11g,42.40g,10.00g,fatsecret
1649,"Yerba Mate",Astra,0kcal,0.10g,0.10g,0.10g,fatsecret
1650,"Oliwki Zielone Nadziewane Migdałami",Athina,199kcal,19.00g,5.00g,0.90g,fatsecret
1651,"Krem Balsamiczny",Athina,123kcal,0.00g,30.00g,0.70g,fatsecret
1652,"Oliwki Kalamata",Athina,266kcal,27.00g,4.90g,0.80g,fatsecret
1653,"Pasta z Sera Feta z Oregano",Athina,258kcal,23.00g,0.00g,11.00g,fatsecret
1654,"Karczochy Marynowane",Athina,89kcal,8.10g,0.50g,1.60g,fatsecret
1655,"Oliwa z Oliwek",Athina,824kcal,92.00g,0.00g,0.00g,fatsecret
1656,"Tortilla Pszenna",Auchan,296kcal,5.90g,51.00g,7.90g,fatsecret
1657,"Pudding Proteinowy Waniliowy",Auchan,71kcal,0.10g,7.40g,10.00g,fatsecret
1658,"Olej Słonecznikowy ",Auchan,828kcal,92.00g,0.00g,0.00g,fatsecret
1659,"Tort Śmietanowy",Auchan,352kcal,29.00g,20.00g,3.20g,fatsecret
1660,"Sernik Puszysty ",Auchan,197kcal,7.80g,23.00g,7.40g,fatsecret
1661,"Chleb Pszenny ",Auchan,251kcal,1.00g,51.00g,8.20g,fatsecret
1662,"Sernik Królewski",Auchan,231kcal,10.00g,26.00g,8.20g,fatsecret
1663,"Tortilla Pszenno-Żytnia Wieloziarnista z Nasionami Lnu i Czarnuszką",Auchan,260kcal,4.50g,41.00g,8.40g,fatsecret
1664,"Grana Padano",Auchan,398kcal,29.00g,0.00g,33.00g,fatsecret
1665,"Jabłecznik ",Auchan,166kcal,5.10g,28.00g,1.40g,fatsecret
1666,"Muszelki Czekoladowe",Auchan,397kcal,2.70g,82.30g,8.90g,fatsecret
1667,"Bułka Kajzerka",Auchan,282kcal,0.70g,58.00g,9.50g,fatsecret
1668,"Placek Drożdżowy z Owocami",Auchan,302kcal,7.00g,50.00g,7.70g,fatsecret
1669,"Tost Pełnoziarnisty",Auchan,252kcal,2.10g,45.00g,9.50g,fatsecret
1670,"Twarog Półtłusty ",Auchan,124kcal,4.00g,3.80g,18.00g,fatsecret
1671,"Tarta Wieloowocowa",Auchan,234kcal,8.70g,35.00g,2.90g,fatsecret
1672,"Brokuły",Auchan,29kcal,0.40g,2.40g,0.40g,fatsecret
1673,"Losos Atlantycki Wedzony Na Zimno Ze Skora",Auchan,168kcal,8.40g,0.50g,23.00g,fatsecret
1674,"Ser Piórko",Auchan,164kcal,2.70g,0.00g,35.00g,fatsecret
